,PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
1417,1032.0,-200.0,6.8,848.0,277.0,751.0,71.0,1266.0,972.0,11.4,81.1,1.0928
1418,828.0,-200.0,2.5,618.0,23.0,1039.0,25.0,1354.0,560.0,23.6,49.2,1.4153
1419,785.0,14.0,0.5,448.0,16.0,1923.0,26.0,1003.0,263.0,13.5,37.9,0.5852
1420,938.0,-200.0,3.8,702.0,147.0,904.0,75.0,1185.0,753.0,15.2,61.8,1.0602
1421,1747.0,-200.0,37.1,1709.0,515.0,399.0,128.0,2370.0,1876.0,24.0,50.6,1.4892
1422,1406.0,275.0,13.7,1107.0,167.0,718.0,108.0,1872.0,1384.0,17.7,66.9,1.3422
1423,1104.0,-200.0,4.0,713.0,143.0,754.0,108.0,1001.0,1433.0,2.9,67.9,0.5183
1424,,,,,,,,,,,,
1425,1091.0,-200.0,16.7,1201.0,167.0,738.0,164.0,1834.0,945.0,33.1,24.3,1.2087
1426,966.0,-200.0,5.4,784.0,27.0,870.0,36.0,1530.0,652.0,39.5,24.3,1.7216
1427,1534.0,93.0,11.0,1013.0,190.0,889.0,129.0,1611.0,1535.0,13.9,53.6,0.8498
1428,1081.0,-200.0,13.5,1099.0,113.0,749.0,97.0,1854.0,1087.0,21.8,47.8,1.2325
1429,938.0,-200.0,5.4,785.0,243.0,853.0,157.0,969.0,704.0,4.2,50.1,0.4168
1430,1044.0,135.0,8.0,900.0,137.0,934.0,96.0,1471.0,919.0,13.8,47.4,0.7435
1431,902.0,-200.0,4.4,735.0,-200.0,890.0,-200.0,1410.0,781.0,23.0,46.2,1.2783
1432,1584.0,-200.0,32.0,1597.0,666.0,392.0,125.0,2176.0,1845.0,21.6,62.0,1.5784
1433,1337.0,-200.0,23.3,1386.0,274.0,565.0,115.0,2196.0,1596.0,22.9,49.1,1.3546
1434,941.0,-200.0,4.8,753.0,45.0,1173.0,56.0,1311.0,468.0,30.6,19.4,0.8348
1435,1037.0,-200.0,11.2,1021.0,-200.0,747.0,-200.0,1451.0,786.0,31.7,20.3,0.9336
1436,1015.0,-200.0,6.5,835.0,260.0,796.0,94.0,1263.0,911.0,12.4,80.1,1.1462
1437,820.0,-200.0,4.1,716.0,-200.0,994.0,-200.0,1380.0,933.0,20.4,42.6,1.0083
1438,1407.0,-200.0,14.0,1117.0,402.0,486.0,137.0,1596.0,1521.0,17.7,63.3,1.2729
1439,1163.0,-200.0,5.8,801.0,186.0,772.0,99.0,1288.0,876.0,13.6,68.9,1.0699
1440,1022.0,-200.0,8.0,899.0,100.0,846.0,97.0,1588.0,820.0,23.4,43.2,1.229
1441,791.0,-200.0,2.6,627.0,72.0,1069.0,38.0,1306.0,709.0,17.2,74.0,1.4388
1442,840.0,-200.0,3.6,685.0,33.0,1051.0,44.0,1339.0,462.0,38.2,19.6,1.2915
1443,1341.0,-200.0,16.8,1204.0,626.0,534.0,251.0,1294.0,1592.0,5.9,44.3,0.4137
1444,887.0,-200.0,3.0,649.0,166.0,1009.0,104.0,854.0,588.0,6.6,40.2,0.3944
1445,968.0,-200.0,5.8,803.0,56.0,806.0,62.0,1586.0,1003.0,24.4,50.5,1.5243
1446,863.0,-200.0,1.7,560.0,101.0,1107.0,82.0,787.0,430.0,3.2,46.9,0.3658
1447,1318.0,-200.0,17.5,1226.0,521.0,543.0,83.0,1848.0,1365.0,20.0,73.2,1.6965
1448,1243.0,-200.0,10.8,1006.0,497.0,572.0,170.0,1349.0,1395.0,13.7,51.9,0.8106
1449,1283.0,-200.0,13.3,1093.0,373.0,581.0,129.0,1354.0,1356.0,11.0,67.1,0.8766
1450,982.0,-200.0,5.3,780.0,39.0,974.0,54.0,1374.0,532.0,37.6,16.4,1.0458
1451,1340.0,-200.0,21.0,1324.0,-200.0,537.0,-200.0,1907.0,1412.0,19.3,59.6,1.3195
1452,1124.0,-200.0,9.0,939.0,292.0,737.0,118.0,1126.0,1317.0,11.2,45.1,0.6004
1453,1071.0,-200.0,7.6,882.0,154.0,745.0,68.0,1431.0,962.0,25.0,49.1,1.5295
1454,1421.0,-200.0,25.6,1444.0,402.0,510.0,173.0,2056.0,1446.0,27.2,45.9,1.6302
1455,856.0,33.0,2.5,619.0,29.0,1191.0,39.0,1345.0,677.0,16.3,52.8,0.9722
1456,992.0,-200.0,3.7,694.0,266.0,900.0,169.0,1020.0,756.0,3.9,79.5,0.6482
1457,1378.0,-200.0,17.7,1229.0,405.0,511.0,99.0,1820.0,1466.0,21.8,69.6,1.79
1458,-200.0,-200.0,-200.0,-200.0,821.0,-200.0,147.0,-200.0,-200.0,-200.0,-200.0,-200.0
1459,1309.0,-200.0,16.2,1186.0,192.0,649.0,104.0,1973.0,1308.0,17.7,70.8,1.4171
1460,1301.0,-200.0,17.1,1212.0,-200.0,575.0,-200.0,1717.0,1332.0,28.4,37.6,1.4282
1461,924.0,-200.0,2.6,629.0,143.0,994.0,83.0,941.0,852.0,3.1,68.7,0.5317
1462,985.0,-200.0,3.6,691.0,205.0,878.0,97.0,1056.0,902.0,7.7,71.9,0.7575
1463,1455.0,-200.0,26.5,1468.0,-200.0,474.0,-200.0,1945.0,1746.0,19.4,61.1,1.3652
1464,775.0,-200.0,2.5,619.0,10.0,1254.0,19.0,1272.0,386.0,32.2,20.0,0.9488
1465,-200.0,197.0,-200.0,-200.0,108.0,-200.0,81.0,-200.0,-200.0,-200.0,-200.0,-200.0
1466,914.0,-200.0,5.9,809.0,69.0,912.0,69.0,1530.0,807.0,20.5,49.3,1.176
1467,1181.0,-200.0,8.9,935.0,158.0,701.0,62.0,1565.0,960.0,24.9,56.0,1.7367
1468,1359.0,-200.0,20.5,1311.0,-200.0,544.0,-200.0,1878.0,1311.0,14.8,80.4,1.3428
1469,1228.0,-200.0,9.2,949.0,-200.0,838.0,-200.0,1706.0,1069.0,14.6,74.9,1.2348
1470,1014.0,-200.0,9.8,970.0,95.0,826.0,93.0,1684.0,763.0,34.7,22.6,1.2297
1471,1523.0,-200.0,14.5,1132.0,538.0,541.0,136.0,1488.0,1470.0,10.3,82.8,1.0369
1472,862.0,-200.0,1.4,535.0,93.0,1193.0,67.0,1020.0,524.0,12.5,57.3,0.8269
1473,1008.0,-200.0,7.1,861.0,331.0,839.0,160.0,977.0,943.0,8.3,38.5,0.4228
1474,1161.0,-200.0,10.4,992.0,324.0,601.0,168.0,1211.0,906.0,18.2,28.1,0.5817
1475,1133.0,-200.0,9.8,971.0,357.0,683.0,172.0,1059.0,1332.0,7.8,41.3,0.4389
1476,1194.0,-200.0,18.5,1255.0,-200.0,555.0,-200.0,1694.0,1452.0,27.2,33.3,1.1788
1477,1317.0,-200.0,9.3,952.0,366.0,541.0,124.0,1443.0,1393.0,19.1,57.5,1.2569
1478,1399.0,-200.0,24.5,1416.0,-200.0,485.0,-200.0,1894.0,1671.0,17.6,64.9,1.2925
1479,1109.0,-200.0,11.2,1021.0,395.0,689.0,168.0,1361.0,1036.0,11.5,78.1,1.0565
1480,767.0,-200.0,1.2,520.0,30.0,1526.0,42.0,1287.0,377.0,20.5,46.8,1.1152
1481,952.0,-200.0,4.8,756.0,-200.0,809.0,-200.0,1518.0,825.0,22.7,58.1,1.5856
1482,1274.0,-200.0,19.9,1294.0,667.0,615.0,177.0,1595.0,2236.0,21.0,37.2,0.9155
1483,,,,,,,,,,,,
1484,1303.0,-200.0,17.6,1226.0,538.0,521.0,173.0,1554.0,1457.0,14.6,54.0,0.8946
1485,1114.0,-200.0,8.0,899.0,245.0,710.0,119.0,1279.0,948.0,13.3,63.6,0.9661
1486,1042.0,-200.0,3.6,688.0,196.0,814.0,115.0,935.0,1204.0,2.5,64.8,0.4807
1487,1398.0,516.0,22.3,1360.0,205.0,656.0,129.0,2037.0,1439.0,24.9,29.9,0.9325
1488,-200.0,-200.0,-200.0,-200.0,502.0,-200.0,166.0,-200.0,-200.0,-200.0,-200.0,-200.0
1489,1175.0,-200.0,9.1,945.0,143.0,904.0,116.0,1604.0,1081.0,14.7,57.6,0.9573
1490,1253.0,-200.0,16.0,1179.0,421.0,573.0,210.0,1268.0,1387.0,8.5,39.0,0.4336
1491,1403.0,-200.0,15.1,1151.0,147.0,747.0,125.0,1820.0,1125.0,25.5,37.4,1.1995
1492,1221.0,-200.0,8.9,935.0,352.0,642.0,153.0,1323.0,1144.0,14.5,57.5,0.944
1493,1300.0,-200.0,17.4,1221.0,197.0,648.0,123.0,1946.0,1401.0,17.5,56.4,1.1175
1494,1035.0,-200.0,11.8,1043.0,149.0,804.0,174.0,1647.0,749.0,34.8,19.3,1.0543
1495,1303.0,-200.0,13.5,1102.0,403.0,536.0,116.0,1488.0,1323.0,11.8,66.3,0.9174
1496,971.0,-200.0,5.5,790.0,46.0,871.0,64.0,1447.0,875.0,24.3,38.1,1.1398
1497,866.0,-200.0,3.4,675.0,-200.0,1155.0,-200.0,1337.0,841.0,16.7,46.5,0.8755
1498,996.0,-200.0,4.2,724.0,216.0,861.0,134.0,938.0,1067.0,1.3,63.1,0.4322
1499,996.0,-200.0,2.5,620.0,118.0,928.0,94.0,946.0,570.0,10.6,45.8,0.5838
1500,-200.0,254.0,-200.0,-200.0,237.0,-200.0,122.0,-200.0,-200.0,-200.0,-200.0,-200.0
1501,872.0,-200.0,4.3,725.0,53.0,976.0,56.0,1471.0,668.0,21.1,53.2,1.3181
1502,1078.0,-200.0,3.3,668.0,130.0,855.0,82.0,1109.0,509.0,19.9,36.6,0.8406
1503,1210.0,-200.0,15.1,1151.0,406.0,569.0,143.0,1428.0,1345.0,11.3,60.1,0.8022
1504,1007.0,-200.0,5.9,809.0,81.0,876.0,93.0,1611.0,770.0,26.6,47.2,1.616
1505,1137.0,-200.0,15.5,1165.0,121.0,649.0,137.0,1840.0,974.0,36.6,23.3,1.4042
1506,882.0,-200.0,4.3,729.0,108.0,875.0,37.0,1319.0,870.0,15.5,78.6,1.37
1507,1127.0,-200.0,14.0,1117.0,158.0,714.0,132.0,1625.0,1092.0,42.8,12.3,1.0326
1508,864.0,-200.0,1.6,554.0,105.0,1159.0,79.0,819.0,545.0,4.1,48.1,0.3975
1509,1474.0,-200.0,21.1,1326.0,505.0,485.0,134.0,1943.0,1610.0,23.5,56.2,1.6048
1510,1324.0,-200.0,9.0,939.0,-200.0,846.0,-200.0,1658.0,1011.0,21.5,40.7,1.0301
1511,1707.0,-200.0,37.6,1721.0,1001.0,375.0,171.0,2260.0,1940.0,15.8,70.7,1.2601
1512,917.0,-200.0,4.9,761.0,55.0,931.0,75.0,1497.0,893.0,25.8,41.0,1.3461
1513,1024.0,-200.0,14.3,1127.0,189.0,704.0,84.0,1346.0,943.0,14.8,37.5,0.6259
1514,1106.0,-200.0,9.0,938.0,247.0,685.0,76.0,1395.0,1010.0,16.1,71.2,1.2948
1515,1141.0,-200.0,8.1,904.0,226.0,646.0,126.0,1249.0,889.0,20.1,32.9,0.7672
1516,1017.0,-200.0,11.4,1029.0,483.0,768.0,148.0,1160.0,1046.0,17.6,23.7,0.473
1517,768.0,-200.0,2.2,597.0,30.0,1155.0,40.0,1396.0,606.0,21.7,46.8,1.2031
1518,1084.0,-200.0,7.0,859.0,272.0,703.0,164.0,1017.0,1163.0,1.5,66.2,0.4571
1519,1078.0,-200.0,14.0,1116.0,157.0,815.0,137.0,1761.0,1013.0,40.6,15.3,1.1485
1520,1394.0,-200.0,19.9,1294.0,266.0,555.0,190.0,2031.0,1834.0,34.0,29.9,1.5614
1521,1087.0,-200.0,13.7,1106.0,129.0,755.0,110.0,1839.0,906.0,32.7,25.8,1.2547
1522,952.0,-200.0,5.5,788.0,-200.0,849.0,-200.0,1018.0,876.0,8.7,44.3,0.4998
1523,1314.0,-200.0,12.6,1069.0,471.0,571.0,216.0,1271.0,1662.0,8.3,57.6,0.6304
1524,899.0,-200.0,2.7,631.0,145.0,955.0,103.0,884.0,505.0,15.6,33.3,0.5861
1525,982.0,-200.0,5.1,768.0,-200.0,850.0,-200.0,1416.0,835.0,21.2,61.5,1.5241
1526,1393.0,145.0,12.5,1067.0,210.0,905.0,142.0,1654.0,1490.0,24.3,28.3,0.8471
1527,928.0,-200.0,4.7,748.0,198.0,900.0,126.0,900.0,685.0,7.3,36.8,0.3779
1528,1097.0,-200.0,9.6,964.0,103.0,822.0,102.0,1743.0,853.0,31.2,32.4,1.4517
1529,1050.0,-200.0,9.7,966.0,86.0,780.0,80.0,1748.0,1090.0,27.8,40.0,1.4691
1530,877.0,-200.0,1.6,549.0,14.0,1265.0,26.0,1317.0,463.0,19.6,47.7,1.0736
1531,1329.0,-200.0,13.2,1090.0,562.0,508.0,181.0,1401.0,1473.0,19.1,36.7,0.8044
1532,1277.0,-200.0,20.1,1300.0,331.0,608.0,136.0,2090.0,1598.0,24.0,43.1,1.2677
1533,1030.0,-200.0,5.3,778.0,67.0,1071.0,69.0,1452.0,591.0,26.8,28.1,0.9785
1534,1094.0,-200.0,13.6,1105.0,483.0,708.0,178.0,1086.0,1274.0,6.4,36.5,0.3519
1535,1300.0,-200.0,8.9,935.0,170.0,902.0,113.0,1623.0,1145.0,13.8,58.0,0.9083
1536,1037.0,-200.0,8.1,902.0,196.0,704.0,48.0,1481.0,984.0,17.5,76.6,1.5174
1537,988.0,-200.0,8.5,918.0,141.0,1007.0,94.0,1393.0,850.0,22.3,24.1,0.6394
1538,1293.0,-200.0,15.1,1153.0,584.0,602.0,283.0,1141.0,1667.0,6.6,34.4,0.3359
1539,1221.0,-200.0,15.8,1174.0,344.0,874.0,155.0,1481.0,1413.0,26.8,28.9,1.0019
1540,927.0,54.0,1.9,579.0,-200.0,1267.0,-200.0,1370.0,562.0,14.5,61.4,1.0041
1541,755.0,-200.0,1.2,517.0,-200.0,1325.0,-200.0,1091.0,487.0,14.9,56.8,0.9541
1542,1465.0,-200.0,18.1,1241.0,591.0,434.0,132.0,1572.0,1774.0,17.9,42.2,0.8557
1543,1468.0,-200.0,21.0,1323.0,530.0,496.0,105.0,1913.0,1641.0,24.4,52.5,1.5807
1544,792.0,-200.0,2.8,637.0,31.0,1249.0,43.0,1400.0,559.0,21.6,45.8,1.1715
1545,1067.0,-200.0,13.0,1085.0,-200.0,684.0,-200.0,1548.0,985.0,23.3,40.4,1.1421
1546,846.0,-200.0,3.6,688.0,127.0,1127.0,58.0,1138.0,518.0,22.7,30.2,0.8217
1547,985.0,-200.0,6.3,826.0,66.0,808.0,71.0,1544.0,621.0,35.3,28.5,1.6034
1548,1053.0,-200.0,3.5,680.0,166.0,890.0,108.0,1166.0,807.0,11.3,80.1,1.0741
1549,1496.0,524.0,19.1,1272.0,328.0,667.0,130.0,2011.0,1399.0,11.0,64.2,0.8398
1550,1148.0,-200.0,11.3,1025.0,395.0,701.0,128.0,1165.0,1282.0,14.4,35.3,0.5763
1551,1161.0,70.0,8.1,904.0,92.0,947.0,107.0,1502.0,1240.0,14.3,55.4,0.8975
1552,1199.0,-200.0,15.1,1152.0,176.0,685.0,125.0,1897.0,1242.0,26.1,37.8,1.2575
1553,1081.0,-200.0,11.3,1025.0,104.0,738.0,103.0,1757.0,1059.0,27.3,36.8,1.3207
1554,1185.0,31.0,3.6,690.0,62.0,1462.0,77.0,1333.0,733.0,11.3,56.8,0.7603
1555,1335.0,-200.0,14.8,1141.0,482.0,512.0,133.0,1536.0,1501.0,13.7,67.0,1.0446
1556,1574.0,-200.0,27.2,1483.0,775.0,460.0,186.0,1778.0,1962.0,16.8,48.4,0.9175
1557,863.0,-200.0,3.0,652.0,42.0,1055.0,54.0,1504.0,816.0,25.9,45.1,1.4889
1558,1124.0,-200.0,20.5,1309.0,236.0,655.0,183.0,1845.0,1170.0,33.7,20.0,1.0275
1559,744.0,-200.0,0.4,431.0,-200.0,1539.0,-200.0,778.0,345.0,7.4,45.7,0.4714
1560,1032.0,-200.0,4.2,721.0,-200.0,1052.0,-200.0,1546.0,663.0,14.2,75.6,1.2201
1561,1522.0,-200.0,28.2,1509.0,303.0,543.0,126.0,2275.0,1828.0,18.2,46.2,0.9575
1562,1478.0,-200.0,17.8,1234.0,852.0,470.0,138.0,1606.0,1551.0,8.7,79.4,0.8944
1563,1448.0,-200.0,16.2,1187.0,668.0,471.0,217.0,1490.0,1814.0,16.9,40.3,0.7717
1564,1378.0,-200.0,19.5,1282.0,-200.0,576.0,-200.0,2010.0,1347.0,27.7,53.7,1.967
1565,1246.0,-200.0,8.9,936.0,438.0,665.0,164.0,1182.0,1460.0,9.9,53.3,0.6504
1566,1475.0,-200.0,21.0,1324.0,475.0,490.0,115.0,1925.0,1530.0,23.3,57.9,1.6376
1567,-200.0,-200.0,-200.0,-200.0,1015.0,-200.0,210.0,-200.0,-200.0,-200.0,-200.0,-200.0
1568,951.0,-200.0,7.8,892.0,-200.0,1015.0,-200.0,1611.0,786.0,23.0,43.1,1.1993
1569,1367.0,-200.0,13.6,1105.0,371.0,503.0,140.0,1578.0,1391.0,21.3,46.6,1.1628
1570,1440.0,-200.0,25.5,1443.0,232.0,635.0,162.0,2068.0,1594.0,25.8,27.0,0.8821
1571,761.0,-200.0,1.3,525.0,79.0,1307.0,67.0,605.0,332.0,-0.1,31.9,0.1975
1572,894.0,66.0,4.0,710.0,61.0,1209.0,70.0,1200.0,611.0,22.3,22.4,0.5955
1573,741.0,-200.0,2.3,607.0,128.0,1312.0,73.0,865.0,433.0,11.3,32.3,0.4329
1574,821.0,-200.0,2.4,614.0,45.0,1309.0,49.0,1350.0,430.0,22.4,39.0,1.04
1575,851.0,-200.0,1.6,551.0,30.0,1224.0,37.0,1443.0,463.0,24.5,56.9,1.7225
1576,1044.0,-200.0,2.7,630.0,160.0,845.0,119.0,1099.0,809.0,11.8,67.9,0.9362
1577,1493.0,-200.0,25.3,1437.0,581.0,470.0,116.0,2015.0,1551.0,21.2,67.4,1.6755
1578,1284.0,-200.0,16.8,1204.0,552.0,599.0,167.0,1337.0,1531.0,3.9,57.3,0.4661
1579,857.0,-200.0,3.9,708.0,162.0,972.0,93.0,983.0,581.0,9.7,49.8,0.5998
1580,1242.0,-200.0,8.5,921.0,-200.0,626.0,-200.0,1219.0,1374.0,8.1,72.1,0.7798
1581,1088.0,-200.0,9.1,945.0,58.0,674.0,66.0,1765.0,1060.0,27.5,54.4,1.9705
1582,1357.0,-200.0,17.7,1230.0,404.0,542.0,103.0,1834.0,1373.0,25.2,53.3,1.6834
1583,1089.0,87.0,7.6,884.0,89.0,1006.0,101.0,1487.0,975.0,12.6,54.2,0.7881
1584,925.0,-200.0,3.1,656.0,-200.0,967.0,-200.0,1440.0,917.0,27.4,39.1,1.4072
1585,1003.0,-200.0,10.9,1009.0,181.0,823.0,96.0,1710.0,1015.0,25.3,35.8,1.1421
1586,1136.0,-200.0,4.4,733.0,156.0,692.0,79.0,1344.0,901.0,14.5,80.8,1.3224
1587,738.0,-200.0,1.5,545.0,18.0,1562.0,29.0,1266.0,450.0,17.7,49.7,0.997
1588,1236.0,-200.0,21.3,1332.0,641.0,601.0,152.0,1683.0,1550.0,17.8,45.7,0.9224
1589,1072.0,-200.0,9.9,976.0,144.0,740.0,88.0,1673.0,1340.0,23.9,39.3,1.1522
1590,1491.0,-200.0,23.6,1392.0,190.0,630.0,128.0,2149.0,1473.0,26.4,34.6,1.1724
1591,881.0,-200.0,3.3,670.0,-200.0,979.0,-200.0,978.0,697.0,10.5,46.9,0.5956
1592,848.0,-200.0,3.7,692.0,41.0,1034.0,55.0,1412.0,734.0,25.5,35.7,1.1499
1593,1086.0,-200.0,11.5,1032.0,343.0,717.0,202.0,1049.0,1136.0,4.7,38.3,0.3306
1594,1474.0,-200.0,20.8,1319.0,816.0,496.0,194.0,1524.0,1784.0,7.9,69.9,0.7487
1595,1113.0,-200.0,13.4,1096.0,-200.0,635.0,-200.0,1636.0,1050.0,36.4,23.6,1.4064
1596,-200.0,-200.0,-200.0,-200.0,128.0,-200.0,116.0,-200.0,-200.0,-200.0,-200.0,-200.0
1597,1179.0,-200.0,7.3,868.0,330.0,664.0,156.0,1205.0,1240.0,4.4,82.0,0.6938
1598,1180.0,-200.0,7.9,894.0,355.0,636.0,187.0,1200.0,1372.0,17.5,40.7,0.8073
1599,1200.0,-200.0,6.8,847.0,273.0,636.0,151.0,1297.0,1132.0,13.6,63.4,0.9794
1600,982.0,-200.0,6.5,836.0,-200.0,840.0,-200.0,1498.0,696.0,29.6,35.4,1.4426
1601,1239.0,-200.0,6.8,848.0,102.0,981.0,80.0,1568.0,822.0,20.8,41.6,1.0091
1602,1351.0,-200.0,20.0,1298.0,565.0,498.0,111.0,1821.0,1577.0,20.0,63.9,1.4805
1603,1129.0,-200.0,11.4,1028.0,352.0,661.0,126.0,1480.0,1050.0,17.7,55.5,1.1127
1604,942.0,-200.0,4.0,712.0,-200.0,979.0,-200.0,1303.0,734.0,17.2,66.7,1.2987
1605,1579.0,366.0,22.3,1359.0,252.0,724.0,161.0,1998.0,1671.0,25.3,26.1,0.8264
1606,1088.0,-200.0,9.7,965.0,168.0,734.0,109.0,1744.0,1049.0,27.9,42.7,1.5754
1607,958.0,-200.0,7.2,867.0,30.0,828.0,37.0,1468.0,660.0,34.3,24.5,1.3021
1608,952.0,-200.0,3.7,695.0,56.0,910.0,39.0,1429.0,627.0,22.2,65.6,1.7355
1609,1218.0,-200.0,17.4,1221.0,385.0,755.0,180.0,1599.0,1290.0,29.2,26.9,1.0709
1610,1056.0,-200.0,7.7,886.0,127.0,732.0,101.0,1721.0,900.0,20.8,80.9,1.9637
1611,1174.0,-200.0,8.7,926.0,245.0,674.0,157.0,1220.0,1020.0,5.4,78.2,0.7074
1612,1395.0,-200.0,22.6,1368.0,322.0,605.0,163.0,2032.0,1675.0,21.9,35.2,0.9128
1613,813.0,-200.0,2.0,581.0,-200.0,1176.0,-200.0,1320.0,627.0,22.7,53.8,1.4673
1614,1223.0,-200.0,23.8,1399.0,344.0,592.0,193.0,1940.0,1508.0,28.7,26.2,1.0144
1615,826.0,-200.0,3.2,666.0,-200.0,1109.0,-200.0,1349.0,641.0,22.6,34.8,0.9441
1616,1057.0,-200.0,7.6,881.0,53.0,784.0,67.0,1574.0,1081.0,27.6,38.2,1.3911
1617,962.0,-200.0,5.3,778.0,-200.0,911.0,-200.0,1162.0,752.0,7.3,85.7,0.8818
1618,792.0,-200.0,3.4,674.0,162.0,1122.0,99.0,810.0,670.0,12.6,23.4,0.3408
1619,1082.0,-200.0,14.5,1134.0,130.0,709.0,131.0,1763.0,1089.0,32.5,27.9,1.3373
1620,1503.0,485.0,16.8,1203.0,162.0,651.0,126.0,1863.0,1502.0,21.2,50.8,1.2631
1621,996.0,-200.0,6.6,841.0,358.0,797.0,122.0,1127.0,1005.0,6.1,76.7,0.7271
1622,944.0,-200.0,3.7,693.0,217.0,928.0,150.0,832.0,568.0,9.2,29.9,0.3479
1623,1843.0,488.0,32.6,1610.0,340.0,624.0,170.0,2390.0,1887.0,12.9,50.5,0.7478
1624,1075.0,-200.0,9.9,973.0,79.0,695.0,74.0,1748.0,1231.0,26.4,44.5,1.5119
1625,1120.0,111.0,8.9,935.0,112.0,843.0,76.0,1593.0,1126.0,14.4,53.1,0.8677
1626,873.0,-200.0,3.8,699.0,47.0,999.0,53.0,1413.0,528.0,36.2,24.1,1.4235
1627,915.0,27.0,1.9,578.0,32.0,1417.0,48.0,1212.0,665.0,8.2,58.9,0.6444
1628,965.0,-200.0,10.0,977.0,149.0,725.0,94.0,1515.0,1014.0,20.6,45.5,1.0925
1629,902.0,-200.0,5.0,761.0,222.0,1048.0,126.0,872.0,868.0,5.3,42.3,0.3806
1630,836.0,-200.0,2.6,626.0,-200.0,1024.0,-200.0,1397.0,639.0,24.3,49.0,1.4666
1631,-200.0,-200.0,-200.0,-200.0,65.0,-200.0,75.0,-200.0,-200.0,-200.0,-200.0,-200.0
1632,1315.0,459.0,14.8,1142.0,178.0,724.0,126.0,1807.0,1161.0,15.6,50.7,0.8947
1633,925.0,-200.0,2.2,598.0,-200.0,978.0,-200.0,1079.0,662.0,9.0,76.5,0.8828
1634,1385.0,-200.0,12.2,1056.0,149.0,891.0,133.0,1648.0,1268.0,24.2,28.7,0.8515
1635,838.0,-200.0,3.5,685.0,119.0,1176.0,54.0,1121.0,465.0,23.4,27.1,0.7681
1636,1332.0,-200.0,15.5,1163.0,445.0,548.0,134.0,1664.0,1522.0,18.8,62.7,1.3506
1637,1261.0,-200.0,11.2,1022.0,424.0,635.0,113.0,1407.0,1250.0,17.3,53.9,1.0562
1638,1147.0,-200.0,9.5,959.0,-200.0,872.0,-200.0,1387.0,796.0,35.9,20.3,1.1845
1639,1409.0,-200.0,23.6,1393.0,546.0,484.0,157.0,1874.0,1709.0,24.6,47.1,1.4378
1640,1021.0,-200.0,4.8,755.0,207.0,807.0,143.0,980.0,763.0,8.9,46.1,0.5256
1641,1015.0,-200.0,2.3,608.0,113.0,873.0,85.0,1027.0,655.0,10.3,59.4,0.7459
1642,938.0,-200.0,8.1,903.0,309.0,790.0,141.0,885.0,798.0,1.6,37.9,0.2645
1643,1151.0,-200.0,10.1,983.0,375.0,629.0,232.0,1244.0,1121.0,5.7,72.5,0.6686
1644,1272.0,-200.0,17.3,1220.0,417.0,533.0,188.0,1353.0,1251.0,28.4,16.0,0.6095
1645,1203.0,-200.0,11.8,1043.0,428.0,617.0,202.0,1470.0,1217.0,17.6,52.2,1.0396
1646,1436.0,-200.0,20.1,1299.0,581.0,451.0,159.0,1616.0,1621.0,13.6,58.9,0.9139
1647,891.0,-200.0,7.8,891.0,287.0,874.0,121.0,1077.0,848.0,13.5,31.8,0.4876
1648,834.0,-200.0,1.8,565.0,-200.0,1187.0,-200.0,1444.0,473.0,28.8,49.0,1.9112
1649,1009.0,-200.0,7.1,860.0,287.0,787.0,172.0,993.0,922.0,10.6,34.2,0.4375
1650,807.0,-200.0,3.5,681.0,41.0,1092.0,65.0,1435.0,765.0,24.8,37.8,1.1639
1651,1443.0,-200.0,16.9,1207.0,645.0,502.0,208.0,1431.0,1673.0,6.9,76.9,0.7682
1652,1133.0,-200.0,10.2,984.0,110.0,838.0,92.0,1897.0,976.0,26.6,47.6,1.6315
1653,1068.0,-200.0,11.6,1037.0,128.0,869.0,119.0,1567.0,1217.0,22.0,28.6,0.7483
1654,818.0,-200.0,4.3,726.0,38.0,921.0,43.0,1330.0,685.0,19.6,56.1,1.2651
1655,869.0,-200.0,3.3,673.0,102.0,1033.0,53.0,1307.0,688.0,18.8,63.0,1.3582
1656,1090.0,-200.0,5.1,768.0,86.0,1072.0,76.0,1538.0,699.0,15.7,57.6,1.0195
1657,-200.0,194.0,-200.0,-200.0,141.0,-200.0,117.0,-200.0,-200.0,-200.0,-200.0,-200.0
1658,1066.0,-200.0,5.8,802.0,172.0,689.0,117.0,1282.0,1090.0,16.0,61.9,1.115
1659,1086.0,-200.0,7.0,859.0,-200.0,892.0,-200.0,1595.0,754.0,17.7,54.0,1.0826
1660,1044.0,-200.0,3.5,685.0,141.0,903.0,104.0,1042.0,860.0,5.8,74.4,0.6924
1661,852.0,-200.0,3.0,651.0,57.0,1246.0,59.0,1387.0,470.0,21.7,42.7,1.0949
1662,966.0,-200.0,4.8,756.0,-200.0,908.0,-200.0,1363.0,741.0,15.9,78.1,1.4039
1663,1041.0,-200.0,12.3,1060.0,144.0,748.0,124.0,1629.0,1185.0,26.9,30.5,1.0671
1664,879.0,-200.0,5.7,796.0,58.0,912.0,64.0,1454.0,747.0,21.1,47.1,1.1641
1665,1061.0,-200.0,8.0,899.0,284.0,1067.0,117.0,1277.0,939.0,9.6,83.0,0.9899
